title,id,overview,genres,cast,director,writers,production_companies,producers,original_language,vote_count,vote_average,popularity,runtime,release_date
Frenzy,573,"After a serial killer strangles several women with a necktie, London police identify a suspect—but he claims vehemently to be the wrong man.","Crime, Thriller, Horror","Philippe Mareuil, Jimmy Gardner, Alec McCowen, Rita Webb, Vivien Merchant, Clive Swift, Barbara Leigh-Hunt, Elsie Randolph, Billie Whitelaw, Gerry Cowper, Jean Marsh, Michael Bilton, George Tovey, John Boxer, Bernard Cribbins, Jon Finch, Michael Bates, Madge Ryan, Barry Foster, Jill Goldston, Gerald Sim, Anna Massey, Alfred Hitchcock, Noel Johnson",Alfred Hitchcock,"Arthur La Bern, Anthony Shaffer","Universal Pictures, Alfred J. Hitchcock Productions","Alfred Hitchcock, William Hill",en,839,7.098,13.018,116,1972-05-25
The Invisible Man,10787,"Working in Dr. Cranley's laboratory, scientist Jack Griffin was always given the latitude to conduct some of his own experiments. His sudden departure, however, has Cranley's daughter Flora worried about him. Griffin has taken a room at the nearby Lion's Head Inn, hoping to reverse an experiment he conducted on himself that made him invisible. But the experimental drug has also warped his mind, making him aggressive and dangerous. He's prepared to do whatever it takes to restore his appearance.","Horror, Science Fiction","Gloria Stuart, John Merivale, Leo White, D'Arcy Corrigan, John Carradine, Holmes Herbert, Emma Tansey, Walter Brennan, Mary Gordon, Bobby Hale, Robert Brower, Crauford Kent, Kathryn Sheldon, Rita Carlyle, Tom Ricketts, E. E. Clive, Jack Deery, Harry Stubbs, Mae Bruce, William Harrigan, Donald Stuart, Una O'Connor, Violet Kemble Cooper, Claude Rains, Tiny Jones, Merle Tottenham, Jameson Thomas, Bob Reeves, Jack Richardson, Henry Travers, Ted Billings, Monte Montague, Dwight Frye, Edgar Barrier, Charles Morton, Robert Adair, Dudley Digges, Paul Kruger, Forrester Harvey, Bert Young, Stuart Hall, Jack Montgomery",James Whale,"R.C. Sherriff, H.G. Wells, Preston Sturges, Philip Wylie",Universal Pictures,Carl Laemmle Jr.,en,782,7.5,23.959,71,1933-11-03
Peeping Tom,11167,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.","Thriller, Horror, Drama","John Chappell, Paddi Edwards, Anna Massey, John Barrard, Michael Powell, Jack Watson, John Dunbar, Cornelia Frances, Guy Kingsley Poynter, Robert Vossler, Alan Rolfe, Esmond Knight, Brenda Bruce, Nigel Davenport, Bartlett Mullins, Brian Wallace, Keith Baxter, Miles Malleson, Columba Powell, Mme. Le Compte, Roland Curram, Pamela Green, Veronica Hurst, Frank Singuineau, Karlheinz Böhm, Maxine Audley, M. Le Compte, Maurice Durant, Martin Miller, Peggy Thorpe-Bates, Brian Worth, Margaret Neale, Michael Goodliffe, Frankie Reidy, Shirley Anne Field, Moira Shearer, Robert Crewdson, Pete Murray, Susan Travers",Michael Powell,Leo Marks,"Michael Powell (Theatre), Anglo-Amalgamated",Michael Powell,en,734,7.4,12.962,101,1960-05-16
Eyes Without a Face,31417,"Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.","Drama, Horror, Thriller","Yvette Etiévant, Alexandre Rignault, Béatrice Altariba, Claude Brasseur, René Génin, Juliette Mayniel, Charles Blavette, Michel Etcheverry, Lucien Hubert, Marcel Pérès, François Guérin, Édith Scob, Brigitte Juslin, Alida Valli, Pierre Brasseur",Georges Franju,"Claude Sautet, Jean Redon, Pierre Gascar, Thomas Narcejac, Pierre Boileau","Lux Film, Champs-Élysées Productions","Jules Borkon, Riccardo Gualino",fr,659,7.591,12.157,84,1960-01-11
An American Crime,13008,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.","Crime, Drama, Horror","Ari Graynor, Channing Nichols, Amy Ferguson, Michael O'Keefe, Romy Rosemont, Edward James Gage, Paul Palo, Nick Searcy, Patricia Place, Paul Grace, Scout Taylor-Compton, Brian Geraghty, James Meehan, Elliot Page, Catherine Keener, Gary Sievers, Scott Eastwood, Jeremy Sumpter, Carlie Westerman, Hayley McFarland, Bradley Whitford, Michelle Benes, Tristan Jarred, Hannah Leigh, Michael Welch, James Franco, Will Carter, Evan Peters",Tommy O'Haver,"Tommy O'Haver, Irene Turner","First Look International, Killer Films, Showtime Networks","Jocelyn Hayes, Pamela Koffler",en,639,7.321,17.259,97,2007-07-27
Phantom of the Paradise,27327,"An evil record tycoon is haunted and taunted by the disfigured composer Winslow Leach, whom he once wronged.","Music, Comedy, Horror","Sherri Adeline, Cathy Buttner, Janit Baldwin, William Finley, William Donovan, Greg Bransom, Susan Weiser, Celia Derr, Sara Ballantine, Nydia Amagas, Katherine Mastellos, Rand Bridges, April Troy, Coleen Crudden, David Garland, Linda Cox, Jennifer Ashley, Bridgett Dunn, Carol O'Leary, Shelly Desai, Gary Mallaber, Mary Margaret Amato, Keith Allison, Jeffrey Comanor, Jean Savarino, Patrice Rohmer, Paul Hirsch, Janet Savarino, Marty Bongfeldt, Jane DeFord, Colin Cameron, Art Munson, Peter Elbling, George Memmoli, Bobby Birkenfeld, Adam Wade, Nancy Moses, Rod Serling, Gene Gross, Bibi Hansen, Jim Bohan, Ken Carpenter, Linda Larimer, Roseanne Romine, Robin Jeep, Walter Foster, Sam Forney, Diana Walden, William Shephard, Sandy Catton, Judy Washington, Peter Harrell, Cheryl Smith, Henry Calvert, Archie Hahn, Paul Williams, Leslie Brewer, Scott Edmund Lane, Herb Pacheco, Angelyne, Robin Mattson, Deen Summers, Jessica Harper, Kristi Bird, Troy Haskins, Janus Blythe, Gerrit Graham, Dennis Olivieri",Brian De Palma,"Brian De Palma, Louisa Rose, Gaston Leroux","Harbor Productions, Pressman-Williams, 20th Century Fox","Edward R. Pressman, Gustave M. Berne",en,609,7.475,16.962,92,1974-10-31
House,25623,"Hoping to find a sense of connection to her late mother, Gorgeous takes a trip to the countryside to visit her aunt at their ancestral house. She invites her six friends, Prof, Melody, Mac, Fantasy, Kung Fu, and Sweet, to join her. The girls soon discover that there is more to the old house than meets the eye.","Comedy, Fantasy, Horror","Kiyoko Tsuji, Nobuhiko Obayashi, Kiyohiko Ozaki, Ai Matsubara, Godiego, Asei Kobayashi, Eriko Tanaka, Midori Naitô, Mieko Satoh, Shōichi Hirose, Yôko Minamida, Gregg Painter, Miki Jinbo, Mitsutoshi Ishigami, Chigumi Ôbayashi, Chiho Katsura, Saho Sasazawa, Kimiko Ikegami, Haruko Wanibuchi, Yasumasa Ônishi, Masayo Miyako, Kumiko Ohba, Tomokazu Miura, Fumi Dan, Kyôko Ôbayashi, Tetsuo Kanai, Ippei Hara, Kazuo Satsuya",Nobuhiko Obayashi,"Chiho Katsura, Chigumi Ôbayashi",Toho Eizo Co.,"Yorihiko Yamada, Tomoyuki Tanaka, Nobuhiko Obayashi",ja,599,7.321,13.37,88,1977-08-26
Naruto Shippuden the Movie: Blood Prison,75624,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.","Thriller, Animation, Action, Comedy, Horror, Mystery","Kazuhiko Inoue, Shinobu Satou, Masaki Terasoma, Hikari Yono, Rikiya Koyama, Yukari Tamura, Chie Nakamura, Hiroshi Naka, Hisao Egawa, Kengo Kawanishi, Misaki Sekiyama, Manabu Sakamaki, Showtaro Morikubo, Mie Sonozaki, Taira Kikumoto, Koichi Tochika, Mitsuaki Hoshino, Kunihiro Kawamoto, Hideaki Tezuka, Yuichi Nakamura, Shouzou Sasaki, Kentaro Ito, Yuka Komatsu, Kosei Hirota, Masako Katsuki, Junko Takeuchi, Kohsuke Toriumi, Takaya Kamikawa",Masahiko Murata,"Masashi Kishimoto, Akira Higashiyama","Aniplex, Densetsu, Pierrot, Bandai, Shueisha, TV Tokyo","Hiroshi Hattori, Akihiko Tamura, Yuji Nunokawa, Kazuhiko Torishima, Fukashi Azuma, Naoji Hounokidani, Kouichirou Natsume, Yoshitaka Tao",ja,540,7.3,45.747,108,2011-07-30
The Day of the Beast,10722,"The story revolves around a Basque Roman Catholic priest dedicated to committing as many sins as possible, a death metal salesman from Carabanchel, and the Italian host of a TV show on the occult. These go on a literal """"trip"""" through Christmas-time Madrid to hunt for and prevent the reincarnation of the Antichrist.","Horror, Comedy, Action","Ismael Martínez, Ignacio Carreño, Antonio de la Torre, Maria Grazia Cucinotta, José Alias, Aitor Fernández, Antonio Dechent, Nathalie Seseña, Aquilino Gamazo, Jaime Blanch, Manuel Tallafé, Francisco Maestre, José María González Sinde, José Sáinz, Terele Pávez, El Gran Wyoming, Antonio Chamorro, José Coromina, Teresa Enrich, Javier Manrique, Bruto Pomeroy, David Gil, Santiago Segura, Jimmy Barnatán, Rosa Campillo, David Pinilla, Amaya Díez, Carlos Lucas, José Luis Arrizabalaga, Jorge Guerricaechevarría, Juan y Medio, Álex Angulo, Higinio Barbero, Armando De Razza, Enrique Villén, Ramon Agirre, Paloma Montero, Pololo, Carlos Perea, Saturnino García, Salvador Pons, Daniel Cicare, Curro Martín Summers, Gianni Ippoliti, Lourdes Bartolomé, Ramón Churruca",Álex de la Iglesia,"Jorge Guerricaechevarría, Álex de la Iglesia","Canal+ España, Iberoamericana Films Produccion, Sogetel","Andrés Vicente Gómez, Claudio Gaeta, Antonio Saura",es,500,7.272,21.747,103,1995-10-20
As the Gods Will,241863,"High school student Shun Takahata is bored. Bored with the day-to-day monotony of school and life, he prays for change, for something exciting. Suddenly, he and his classmates are forced to play deadly children's games and facing terrifying creatures from a talking Daruma doll to a sharp-clawed lucky cat.","Thriller, Horror, Comedy","Nishimura Taisuke, Go Ootsu, Momoko Okada, Kisetsu Fujiwara, Nao Omori, Fumie Sumiyoshi, Dori Sakurada, Toya Morita, Rika Hoshina, Masataka Kano, Ken Sugawara, Yui Shirakawa, Tomoaki Kimura, Kaito, Sota Fukushi, Jimon Terakado, Shogo Tajima, Jingi Irie, Ryô Asagiri, Hirona Yamazaki, Katsuhiro Higo, Rima Matsuda, Taro Nakamura, Shota Sometani, Yuuka Suzuki, Haruki Hiromori, Hiroaki Harada, Rena Shimura, Ryunosuke Kamiki, Takayuki Yanagi, Ryo Tanaka, Haruka Sato, Haruna Koya, Nijiro Murakami, Arisa Nakajima, Tooru Asazuma, Yuuki Nagasaki, Haruna Koike, Shoya Shiokawa, Jigen Araki, Shuna Kurihara, Haruka Yamashita, Sasuke Otsuru, Karan Terata, Lily Franky, Sae Shimizu, Haruna Ishikawa, Reiko Takashima, Nobue Iketani, Mio Yuki, Ken Goto, Takuya Matsunaga, Junpei Yasui, Minori Hagiwara, Megumi Mizoguchi, Naoto Takahashi, Atsuko Maeda, Koki Nakajima, Hiroki Takano, Rina Serizawa, Juri Yamazaki, Ayaka Kawamura, Ryo Minase, Yuuta Sakamoto, Serou Uchida, Shion Tsuchiya, Shingo Hirayasu, Atsushi Ogawa, Shotaro Okubo, Koichi Yamazaki, Kentaro Tamura, Ryosuke Yamamoto, Makoto Takahashi, Shinsuke Sakuragi, Shota Ozawa, Ryûhei Ueshima, Shohei Naganuma, Kentaro Mori, Risa Kojima, Airi Yamada, Toru Mizuno, Sakichi Sato, Yuka Akiyama",Takashi Miike,"Muneyuki Kaneshiro, Akeji Fujimura, Hiroyuki Yatsu","Toho Pictures, OLM, TOHO, dentsu, Kodansha, East Japan Marketing & Communications, Nippan Group Holdings, GYAO","Akihiro Yamauchi, Shigeji Maeda, Misako Saka, Hisashi Usui, Yûsuke Ishiguro",ja,455,7.181,23.94,117,2014-11-15
Village of the Damned,11773,"In a small English village everyone suddenly falls unconscious. When they awake every woman of child bearing age is pregnant. The resulting children have the same strange blond hair, eyes and a strong connection to each other.","Horror, Science Fiction","Richard Vernon, John Phillips, Barbara Shelley, Mark Mileham, Carla Cura, Elizabeth Munden, Sarah Long, George Sanders, Laurence Naismith, Alexander Archdale, John Bush, John Stuart, Brian Smith, Susan Richards, Gerald Paris, Sheila Robins, Billy Lawrence, Denis Gilmore, Janice Howley, Linda Bateson, Howard Knight, Anthony Harrison, Peter Vaughan, Jenny Laird, Richard Warner, Martin Stephens, Paul Norman, Pamela Buck, Tom Bowman, Keith Pyott, Peter Preidel, Michael Gwynn, John Kelly, Teri Scoble, Bernard Archard, Charlotte Mitchell, Diane Aubrey, Roger Malik, Robert Marks, Peter Taylor, Thomas Heathcote, June Cowell, Lesley Scoble, Rosamund Greenwood",Wolf Rilla,"Stirling Silliphant, John Wyndham, Wolf Rilla, Ronald Kinnoch","Metro-Goldwyn-Mayer British Studios, Metro-Goldwyn-Mayer",Ronald Kinnoch,en,399,7.175,19.443,77,1960-06-16
Santa Sangre,19236,A former circus artist escapes from a mental hospital to rejoin his mother - the leader of a strange religious cult - and is forced to enact brutal murders in her name.,"Horror, Thriller, Fantasy","Axel Jodorowsky, Sabrina Dennison, Brontis Jodorowsky, Valérie Crouzet, Thelma Tixou, Jesús Juárez, Blanca Guerra, Gloria Contreras, Zonia Rangel Mora, Roger Fayard Arroyo, Teo Jodorowsky, Guadalupe 'TNT' Aguilar, Héctor Ortega, Teo Tapia, Arturo 'Rinoceronte' Contreras, Adan Jodorowsky, Faviola Elenka Tapia, Jacobo Lieberman, Hilario 'Popitekus' Vargas, Billy Motton, Mary Aranza, Gustavo Aguilar Tejada, S. Rodriguez, Edgar E. Jiménez Nava, Guy Stockwell, Sergio Bustamante, Óscar Serafín Álvarez, Joaquín García Vargas",Alejandro Jodorowsky,"Alejandro Jodorowsky, Claudio Argento, Roberto Leoni","Productora Fílmica Real, Produzioni Intersound","Claudio Argento, René Cardona Jr., Angelo Iacono",en,396,7.125,17.059,122,1989-11-24
I Am a Hero,276624,"Hideo Suzuki is a 35-year-old mangaka assistant, whose life seem to be stuck around his exhausting but low-paying job, unfulfilled dreams, strange hallucinations and unsatisfying relationships. He sees himself as a supporting character in his own life, has low self-esteem, resulting in frustration. One day, the world as Hideo knows it is shattered by the presence of a disease that turns people into homicidal maniacs, whose first instinct is to attack and devour the nearest human.","Action, Horror, Drama","Hisashi Yoshizawa, Tsukaji Muga, Runa Endo, Kyotaro Gan, Natsu Ando, Emi Kurita, Masami Nagasawa, Toshifumi Muramatsu, Lee Dae-kwang, Miho Harita, Miho Suzuki, Yo Oizumi, Makita Sports, Karan Terata, Nana Katase, Jin Katagiri, Yuu Tokui, Yo Takahashi, Yoshinori Okada, Kento Shibuya, Kasumi Arimura, Masaki Ota, Hirota Otsuka, Kazlaser, Hiromitsu Takeda, Toru Kazama",Shinsuke Sato,"Akiko Nogi, Kengo Hanazawa",TOHO,"Michiaki Yamasaki, Akihiro Yamauchi, KIDO Shiro, Minami Ichikawa",ja,378,7.392,18.187,126,2016-04-23
Kwaidan,30959,"Taking its title from an archaic Japanese word meaning """"ghost story,"""" this anthology adapts four folk tales. A penniless samurai marries for money with tragic results. A man stranded in a blizzard is saved by Yuki the Snow Maiden, but his rescue comes at a cost. Blind musician Hoichi is forced to perform for an audience of ghosts. An author relates the story of a samurai who sees another warrior's reflection in his teacup.","Horror, Fantasy, Drama","Tatsuya Nakadai, Yūko Mochizuki, Atsuo Nakamura, Haruo Kaji, Osamu Takizawa, Otome Tsukimiya, Kenjirō Ishiyama, Yousuke Kondou, Haruko Sugimura, Kiyoshi Nakano, Akio Miyabe, Kinji Omino, Aiko Nagayama, Michiyo Aratama, Keiko Kishi, Jun Tazaki, Akiko Nomura, Yoichi Hayashi, Toru Uchida, Kappei Matsumoto, Yuri Satô, Kiyoshi Yamamoto, Masakazu Kuwayama, Noriko Sengoku, Taiji Kodama, Misako Watanabe, Akira Tani, Ranko Akagi, Hikaru Jinno, Hideyo Amamoto, Ganjirō Nakamura II, Tokue Hanazawa, Takashi Shimura, Rentaro Mikuni, Kunie Tanaka, Kan'emon Nakamura, Teruhiko Shibata, Noboru Nakaya, Fumie Kitahara, Shizue Natsukawa, Mutsuhiko Tsurumaru, Nobuo Aikawa, Michio Gina, Mitsuko Narita, Junkichi Orimoto, Isao Tamagawa, Seiji Miyaguchi, Katsuo Nakamura, Kazuo Kitamura, Gen'ya Nagai, Shigeru Kōyama, Ginzô Sekiguchi, Toshio Fukuhara, Eiko Muramatsu, Yoshiko Ieda, Jun Hamamura, Seiji Tabe, Kin Sugai, Kirô Abe, Nobuaki Maeda, Masanori Tomotake, Michiko Nakahata, Shin Tatsuoka, Kei Satō, Akiji Kobayashi, Noriko Mikura, Ichirō Nakatani, Kyōichi Satō, Toshiro Yagi, Yuriko Abe, Makiko Kitashiro, Kenzō Tanaka, Yoshirō Aoki, Tetsurō Tamba, Torahiko Hamada",Masaki Kobayashi,"Lafcadio Hearn, Yoko Mizuki",Ninjin Club,Shigeru Wakatsuki,ja,345,7.7,19.142,183,1965-01-06
Faust,10728,"God and Satan war over earth; to settle things, they wager on the soul of Faust, a learned and prayerful alchemist.","Fantasy, Drama, Horror","Werner Fuetterer, Gösta Ekman, William Dieterle, Hertha von Walther, Hans Rameau, Frida Richard, Emil Jannings, Hanna Ralph, Hans Brausewetter, Eric Barclay, Yvette Guilbert, Emmy Wyda, Camilla Horn, Lothar Müthel",F. W. Murnau,"Johann Wolfgang von Goethe, Christopher Marlowe, Hans Kyser",UFA,Erich Pommer,de,318,7.9,8.69,116,1926-10-13
Angst,18912,"A killer is released from prison and breaks into a remote home to kill a woman, her handicapped son and her pretty daughter.","Thriller, Crime, Horror","Robert Hunger-Bühler, Karin Springer, Josefine Lakatha, Rudolf Götz, Edith Rosset, Silvia Rabenreither, Erwin Leder",Gerald Kargl,"Zbigniew Rybczyński, Gerald Kargl",Gerald Kargl,"Gerald Kargl, Josef Reitinger-Laska",de,316,7.09,12.961,75,1983-01-01
